post_id,user_id,post_type,followers,likes,shares,comments,engagement_rate,post_date,best_posting_time,sentiment,virality_index,ctr,hashtags_used,campaign_name,post_duration,engagement_category
167,lifestyle,Carousel,945879,1665,288,266,23.48,2023-01-17,6AM,Negative,0.13,2.5,art_gamerlife,Fitness_Challenge,N/A,Medium
168,musician,Reels,784469,2520,436,403,42.84,2023-01-17,6PM,Positive,0.13,4.24,travel_fitness,Taste_Week,15s,High
169,artist,Static,568924,596,103,95,13.99,2023-01-17,12PM,Positive,0.13,3.73,foodie_tech,Winter_Sale,N/A,Low
170,fitnessfan,Reels,836343,2556,443,409,40.77,2023-01-17,6AM,Neutral,0.13,2.67,tech_beauty,Fitness_Challenge,10s,High
171,fashionista,Reels,1247147,4554,789,728,48.7,2023-01-18,12PM,Neutral,0.13,2.97,beauty_travel,Art_Festival,34s,High
172,techguru,Static,895065,885,153,141,13.19,2023-01-18,9PM,Positive,0.13,4.35,beauty_fashion,Fitness_Challenge,N/A,Low
173,beauty_guru,Carousel,1106111,2064,357,330,24.88,2023-01-18,12PM,Neutral,0.13,3.04,beauty_art,Winter_Sale,N/A,Medium
174,foodlover,Carousel,878908,1575,273,252,23.89,2023-01-18,12PM,Neutral,0.13,3.0,music_travel,Fitness_Challenge,N/A,Medium
175,travelbug,Reels,1329394,4286,742,685,43.0,2023-01-18,12PM,Negative,0.13,4.76,art_music,Art_Festival,30s,High
176,gamer,Reels,656240,2043,354,326,41.52,2023-01-18,6PM,Positive,0.13,3.13,music_travel,Fitness_Challenge,15s,High
177,lifestyle,Carousel,945982,1532,265,245,21.6,2023-01-18,6PM,Positive,0.13,3.66,gamerlife_art,Winter_Sale,N/A,Medium
178,musician,Static,784620,795,137,127,13.53,2023-01-18,6PM,Positive,0.13,3.48,beauty_foodie,Launch_Promo,N/A,Low
179,artist,Reels,569067,1663,288,266,38.98,2023-01-18,6AM,Negative,0.13,2.92,foodie_travel,Launch_Promo,47s,High
180,fitnessfan,Static,836477,828,143,132,13.22,2023-01-18,6AM,Neutral,0.13,4.83,beauty_gamerlife,Winter_Sale,N/A,Low
181,fashionista,Reels,1247349,3969,688,635,42.44,2023-01-19,12PM,Negative,0.13,2.7,beauty_gamerlife,Launch_Promo,43s,High
182,techguru,Static,895189,922,159,147,13.75,2023-01-19,9PM,Positive,0.13,3.44,foodie_gamerlife,Taste_Week,N/A,Low
183,beauty_guru,Carousel,1106224,1690,293,270,20.38,2023-01-19,6PM,Neutral,0.13,2.19,beauty_music,Winter_Sale,N/A,Medium
184,foodlover,Static,879026,759,131,121,11.52,2023-01-19,9PM,Neutral,0.13,3.84,travel_foodie,Taste_Week,N/A,Low
185,travelbug,Carousel,1329660,2106,365,337,21.13,2023-01-19,6AM,Neutral,0.13,2.72,tech_art,Fitness_Challenge,N/A,Medium
186,gamer,Reels,656372,2011,348,321,40.87,2023-01-19,6AM,Positive,0.13,3.81,fashion_fitness,Taste_Week,47s,High
187,lifestyle,Static,946232,862,149,138,12.16,2023-01-19,6AM,Neutral,0.13,3.26,gamerlife_art,Taste_Week,N/A,Low
188,musician,Carousel,784771,1338,231,214,22.75,2023-01-19,12PM,Neutral,0.13,2.66,music_fitness,Taste_Week,N/A,Medium
189,artist,Reels,569159,1764,305,282,41.34,2023-01-19,6AM,Positive,0.13,3.56,beauty_tech,Launch_Promo,42s,High
190,fitnessfan,Carousel,836571,1432,248,229,22.83,2023-01-19,6AM,Negative,0.13,3.18,foodie_music,Taste_Week,N/A,Medium
191,fashionista,Reels,1247571,4071,705,651,43.52,2023-01-20,12PM,Positive,0.13,1.88,music_art,Taste_Week,29s,High
192,techguru,Static,895439,747,129,119,11.13,2023-01-20,9PM,Negative,0.13,1.75,beauty_foodie,Art_Festival,N/A,Low
193,beauty_guru,Reels,1106544,3643,631,582,43.91,2023-01-20,6AM,Positive,0.13,2.3,travel_gamerlife,Winter_Sale,43s,High
194,foodlover,Static,879229,766,132,122,11.64,2023-01-20,6PM,Neutral,0.13,2.68,foodie_music,Art_Festival,N/A,Low
195,travelbug,Static,1329895,1188,205,190,11.91,2023-01-20,6PM,Positive,0.13,4.81,travel_fashion,Art_Festival,N/A,Low
196,gamer,Carousel,656509,936,162,149,19.02,2023-01-20,9PM,Negative,0.13,3.43,music_fitness,Art_Festival,N/A,Low
197,lifestyle,Static,946343,872,151,139,12.29,2023-01-20,12PM,Negative,0.13,4.53,music_art,Launch_Promo,N/A,Low
198,musician,Static,784891,816,141,130,13.88,2023-01-20,6PM,Positive,0.13,2.44,tech_art,Taste_Week,N/A,Low
199,artist,Carousel,569223,846,146,135,19.85,2023-01-20,6AM,Neutral,0.13,1.94,music_foodie,Fitness_Challenge,N/A,Low
200,fitnessfan,Reels,836796,2472,428,395,39.41,2023-01-20,12PM,Positive,0.13,4.42,gamerlife_travel,Art_Festival,23s,High
201,fashionista,Reels,1247844,4430,767,708,47.35,2023-01-21,6AM,Positive,0.13,3.06,beauty_foodie,Taste_Week,33s,High
202,techguru,Static,895560,759,131,121,11.3,2023-01-21,6AM,Positive,0.13,3.93,fashion_tech,Taste_Week,N/A,Low
203,beauty_guru,Carousel,1106658,1621,281,259,19.54,2023-01-21,6AM,Negative,0.13,4.25,music_tech,Fitness_Challenge,N/A,Low
204,foodlover,Carousel,879362,1332,230,213,20.2,2023-01-21,12PM,Negative,0.13,3.92,gamerlife_travel,Winter_Sale,N/A,Medium
205,travelbug,Carousel,1330188,2330,403,372,23.36,2023-01-21,12PM,Negative,0.13,2.46,gamerlife_foodie,Winter_Sale,N/A,Medium
206,gamer,Reels,656610,1992,345,318,40.47,2023-01-21,9PM,Negative,0.13,3.91,foodie_art,Art_Festival,34s,High
207,lifestyle,Static,946608,930,161,148,13.11,2023-01-21,6PM,Positive,0.13,2.43,tech_foodie,Art_Festival,N/A,Low
208,musician,Static,784976,792,137,126,13.45,2023-01-21,6PM,Neutral,0.13,4.14,travel_fitness,Winter_Sale,N/A,Low
209,artist,Static,569340,532,92,85,12.47,2023-01-21,6PM,Positive,0.13,1.3,tech_music,Winter_Sale,N/A,Low
210,fitnessfan,Reels,836986,2760,478,441,43.99,2023-01-21,6AM,Neutral,0.13,1.49,tech_beauty,Launch_Promo,28s,High
211,fashionista,Static,1248170,1216,210,194,13.0,2023-01-22,6AM,Negative,0.13,4.0,foodie_travel,Launch_Promo,N/A,Low
212,techguru,Carousel,895682,1623,281,259,24.18,2023-01-22,12PM,Positive,0.13,1.92,travel_art,Fitness_Challenge,N/A,Medium
213,beauty_guru,Carousel,1106910,1653,286,264,19.93,2023-01-22,12PM,Positive,0.13,1.8,foodie_beauty,Fitness_Challenge,N/A,Low
214,foodlover,Reels,879488,3190,553,510,48.38,2023-01-22,9PM,Neutral,0.13,3.87,music_gamerlife,Launch_Promo,36s,High
215,travelbug,Carousel,1330398,1992,345,318,19.98,2023-01-22,6AM,Positive,0.13,2.63,tech_travel,Launch_Promo,N/A,Low
216,gamer,Reels,656708,2275,394,364,46.21,2023-01-22,6AM,Negative,0.13,3.03,fashion_foodie,Fitness_Challenge,5s,High
217,lifestyle,Carousel,946768,1538,266,246,21.67,2023-01-22,6PM,Positive,0.13,3.87,fitness_tech,Winter_Sale,N/A,Medium
218,musician,Carousel,785090,1257,217,201,21.36,2023-01-22,12PM,Positive,0.13,3.19,fashion_beauty,Winter_Sale,N/A,Medium
219,artist,Reels,569482,1878,325,300,44.0,2023-01-22,6PM,Negative,0.13,4.67,tech_fashion,Art_Festival,53s,High
220,fitnessfan,Reels,837121,2679,464,428,42.68,2023-01-22,12PM,Positive,0.13,2.23,gamerlife_fitness,Fitness_Challenge,38s,High
221,fashionista,Carousel,1248305,1922,333,307,20.53,2023-01-23,6PM,Negative,0.13,3.13,foodie_music,Winter_Sale,N/A,Medium
222,techguru,Static,895864,782,135,125,11.65,2023-01-23,9PM,Negative,0.13,1.67,fitness_travel,Taste_Week,N/A,Low
223,beauty_guru,Reels,1107224,3916,678,626,47.16,2023-01-23,6AM,Neutral,0.13,1.26,beauty_fitness,Winter_Sale,5s,High
224,foodlover,Carousel,879581,1512,262,242,22.94,2023-01-23,12PM,Neutral,0.13,3.55,beauty_tech,Fitness_Challenge,N/A,Medium
225,travelbug,Carousel,1330659,2303,399,368,23.08,2023-01-23,6PM,Neutral,0.13,1.87,foodie_music,Fitness_Challenge,N/A,Medium
226,gamer,Carousel,656903,1029,178,164,20.91,2023-01-23,12PM,Positive,0.13,4.49,music_beauty,Taste_Week,N/A,Medium
227,lifestyle,Static,946900,945,163,151,13.31,2023-01-23,12PM,Negative,0.13,2.22,tech_fitness,Art_Festival,N/A,Low
228,musician,Reels,785249,2355,408,376,39.99,2023-01-23,9PM,Neutral,0.13,2.55,fashion_foodie,Art_Festival,55s,High
229,artist,Carousel,569552,891,154,142,20.88,2023-01-23,6AM,Neutral,0.13,4.1,fashion_beauty,Taste_Week,N/A,Medium
230,fitnessfan,Reels,837371,2796,484,447,44.53,2023-01-23,6AM,Neutral,0.13,3.49,travel_beauty,Taste_Week,13s,High
231,fashionista,Carousel,1248538,2085,361,333,22.28,2023-01-24,6PM,Neutral,0.13,1.52,travel_music,Launch_Promo,N/A,Medium
232,techguru,Static,896019,810,140,129,12.05,2023-01-24,12PM,Neutral,0.13,3.81,music_fitness,Art_Festival,N/A,Low
233,beauty_guru,Static,1107492,1038,179,166,12.5,2023-01-24,6PM,Negative,0.13,2.22,travel_fashion,Taste_Week,N/A,Low
234,foodlover,Static,879779,846,146,135,12.83,2023-01-24,6AM,Positive,0.13,2.51,fitness_music,Art_Festival,N/A,Low
235,travelbug,Static,1330948,1377,238,220,13.8,2023-01-24,9PM,Negative,0.13,3.48,tech_gamerlife,Winter_Sale,N/A,Low
236,gamer,Static,657008,657,114,105,13.36,2023-01-24,6AM,Neutral,0.13,2.27,travel_tech,Launch_Promo,N/A,Low
237,lifestyle,Carousel,947122,1441,249,230,20.3,2023-01-24,6AM,Negative,0.13,3.42,fitness_music,Taste_Week,N/A,Medium
238,musician,Static,785456,656,113,105,11.14,2023-01-24,12PM,Neutral,0.13,2.42,beauty_music,Launch_Promo,N/A,Low
239,artist,Carousel,569652,1062,184,170,24.89,2023-01-24,6AM,Negative,0.13,4.48,tech_fitness,Launch_Promo,N/A,Medium
240,fitnessfan,Static,837527,727,126,116,11.59,2023-01-24,6PM,Positive,0.13,4.7,music_gamerlife,Fitness_Challenge,N/A,Low
241,fashionista,Carousel,1248891,1833,317,293,19.58,2023-01-25,9PM,Neutral,0.13,3.75,gamerlife_fashion,Winter_Sale,N/A,Low
242,techguru,Reels,896141,2772,480,443,41.25,2023-01-25,6PM,Positive,0.13,2.51,art_foodie,Launch_Promo,28s,High
243,beauty_guru,Static,1107671,927,160,148,11.17,2023-01-25,6AM,Positive,0.13,3.19,beauty_music,Fitness_Challenge,N/A,Low
244,foodlover,Reels,879896,3073,532,491,46.58,2023-01-25,12PM,Negative,0.13,3.23,foodie_fitness,Taste_Week,25s,High
245,travelbug,Reels,1331174,3912,678,626,39.2,2023-01-25,9PM,Negative,0.13,2.19,beauty_music,Taste_Week,34s,High
246,gamer,Static,657131,582,101,93,11.83,2023-01-25,12PM,Neutral,0.13,1.53,gamerlife_tech,Taste_Week,N/A,Low
247,lifestyle,Static,947289,933,161,149,13.15,2023-01-25,9PM,Positive,0.13,3.33,gamerlife_fitness,Winter_Sale,N/A,Low
248,musician,Reels,785675,2418,419,386,41.04,2023-01-25,9PM,Neutral,0.13,1.51,art_gamerlife,Winter_Sale,38s,High
249,artist,Reels,569730,1797,311,287,42.07,2023-01-25,9PM,Negative,0.13,2.69,fashion_beauty,Taste_Week,59s,High
250,fitnessfan,Carousel,837762,1495,259,239,23.81,2023-01-25,12PM,Negative,0.13,4.85,gamerlife_travel,Fitness_Challenge,N/A,Medium
251,fashionista,Reels,1249067,3749,649,599,40.02,2023-01-26,6PM,Neutral,0.13,3.58,music_art,Taste_Week,32s,High
252,techguru,Carousel,896245,1678,290,268,24.98,2023-01-26,9PM,Negative,0.13,2.68,beauty_fashion,Winter_Sale,N/A,Medium
253,beauty_guru,Static,1107983,1137,197,182,13.69,2023-01-26,12PM,Positive,0.13,3.3,beauty_art,Fitness_Challenge,N/A,Low
254,foodlover,Static,880074,738,127,118,11.19,2023-01-26,6AM,Negative,0.13,1.04,art_gamerlife,Art_Festival,N/A,Low
255,travelbug,Carousel,1331325,2477,429,396,24.81,2023-01-26,12PM,Positive,0.13,4.83,tech_beauty,Launch_Promo,N/A,Medium
256,gamer,Static,657253,618,107,99,12.57,2023-01-26,6AM,Neutral,0.13,4.46,tech_fashion,Taste_Week,N/A,Low
257,lifestyle,Carousel,947513,1590,275,254,22.4,2023-01-26,9PM,Positive,0.13,2.45,tech_travel,Winter_Sale,N/A,Medium
258,musician,Carousel,785816,1120,194,179,19.02,2023-01-26,6PM,Neutral,0.13,3.06,travel_beauty,Launch_Promo,N/A,Low
259,artist,Reels,569879,2085,361,333,48.81,2023-01-26,9PM,Negative,0.13,2.53,gamerlife_music,Taste_Week,41s,High
260,fitnessfan,Carousel,837905,1389,240,222,22.1,2023-01-26,9PM,Positive,0.13,4.79,fashion_music,Winter_Sale,N/A,Medium
261,fashionista,Reels,1249394,4509,781,721,48.13,2023-01-27,12PM,Neutral,0.13,4.05,beauty_art,Launch_Promo,30s,High
262,techguru,Reels,896365,2597,450,415,38.64,2023-01-27,12PM,Positive,0.13,1.36,foodie_art,Taste_Week,35s,High
263,beauty_guru,Carousel,1108123,1718,297,274,20.68,2023-01-27,6AM,Positive,0.13,1.64,foodie_tech,Winter_Sale,N/A,Medium
264,foodlover,Static,880309,852,147,136,12.92,2023-01-27,6PM,Positive,0.13,3.8,foodie_tech,Art_Festival,N/A,Low
265,travelbug,Carousel,1331654,2336,404,373,23.39,2023-01-27,6AM,Negative,0.13,2.16,foodie_music,Fitness_Challenge,N/A,Medium
266,gamer,Static,657348,647,112,103,13.14,2023-01-27,6PM,Positive,0.13,4.92,travel_fashion,Fitness_Challenge,N/A,Low
267,lifestyle,Reels,947711,2854,494,456,40.16,2023-01-27,6AM,Positive,0.13,1.24,fashion_travel,Art_Festival,15s,High
268,musician,Carousel,785948,1284,222,205,21.79,2023-01-27,6AM,Positive,0.13,3.05,music_beauty,Art_Festival,N/A,Medium
269,artist,Static,569952,473,82,75,11.07,2023-01-27,9PM,Positive,0.13,2.78,fitness_gamerlife,Fitness_Challenge,N/A,Low
270,fitnessfan,Reels,838065,2451,424,392,39.01,2023-01-27,6PM,Negative,0.13,3.2,travel_foodie,Winter_Sale,21s,High
271,fashionista,Static,1249686,1289,223,206,13.76,2023-01-28,6PM,Neutral,0.13,3.19,gamerlife_foodie,Art_Festival,N/A,Low
272,techguru,Static,896557,915,158,146,13.61,2023-01-28,6PM,Positive,0.13,2.21,beauty_gamerlife,Art_Festival,N/A,Low
273,beauty_guru,Static,1108319,1017,176,162,12.25,2023-01-28,9PM,Negative,0.13,1.14,gamerlife_tech,Taste_Week,N/A,Low
274,foodlover,Static,880566,766,132,122,11.61,2023-01-28,6AM,Positive,0.13,2.72,tech_gamerlife,Art_Festival,N/A,Low
275,travelbug,Static,1331792,1113,193,178,11.16,2023-01-28,12PM,Negative,0.13,4.54,fitness_fashion,Taste_Week,N/A,Low
276,gamer,Static,657512,607,105,97,12.33,2023-01-28,12PM,Negative,0.13,4.43,foodie_gamerlife,Taste_Week,N/A,Low
277,lifestyle,Carousel,947940,1596,276,255,22.46,2023-01-28,6AM,Positive,0.13,3.19,tech_fitness,Fitness_Challenge,N/A,Medium
278,musician,Reels,786117,2670,462,427,45.29,2023-01-28,6PM,Negative,0.13,3.84,art_beauty,Art_Festival,59s,High
279,artist,Reels,570038,2070,358,331,48.45,2023-01-28,12PM,Neutral,0.13,3.46,fitness_music,Winter_Sale,7s,High
280,fitnessfan,Carousel,838236,1322,229,211,21.04,2023-01-28,12PM,Positive,0.13,3.64,foodie_gamerlife,Taste_Week,N/A,Medium
281,fashionista,Reels,1249870,4304,746,688,45.92,2023-01-29,6PM,Neutral,0.13,1.05,fashion_music,Fitness_Challenge,56s,High
282,techguru,Static,896802,822,142,131,12.23,2023-01-29,12PM,Neutral,0.13,1.87,gamerlife_fitness,Art_Festival,N/A,Low
283,beauty_guru,Static,1108640,1152,199,184,13.86,2023-01-29,6AM,Negative,0.13,4.39,fashion_gamerlife,Art_Festival,N/A,Low
284,foodlover,Carousel,880822,1488,257,238,22.52,2023-01-29,6AM,Positive,0.13,4.87,music_fashion,Launch_Promo,N/A,Medium
285,travelbug,Reels,1332073,4830,837,772,48.36,2023-01-29,12PM,Positive,0.13,4.34,travel_beauty,Art_Festival,44s,High
286,gamer,Static,657697,687,119,109,13.94,2023-01-29,12PM,Neutral,0.13,2.92,tech_travel,Fitness_Challenge,N/A,Low
287,lifestyle,Reels,948046,2907,504,465,40.9,2023-01-29,6PM,Negative,0.13,1.08,music_fashion,Taste_Week,36s,High
288,musician,Reels,786313,2529,438,404,42.89,2023-01-29,9PM,Neutral,0.13,4.32,travel_fitness,Launch_Promo,42s,High
289,artist,Reels,570188,1715,297,274,40.13,2023-01-29,6AM,Positive,0.13,4.26,tech_gamerlife,Art_Festival,44s,High
290,fitnessfan,Reels,838455,2915,505,466,46.37,2023-01-29,6PM,Neutral,0.13,4.17,foodie_art,Taste_Week,51s,High
291,fashionista,Static,1250052,1127,195,180,12.03,2023-01-30,12PM,Neutral,0.13,2.72,music_gamerlife,Launch_Promo,N/A,Low
292,techguru,Carousel,897013,1651,286,264,24.55,2023-01-30,6AM,Negative,0.13,4.09,tech_music,Fitness_Challenge,N/A,Medium
293,beauty_guru,Carousel,1108916,1829,317,292,22.0,2023-01-30,12PM,Negative,0.13,1.15,fitness_tech,Art_Festival,N/A,Medium
294,foodlover,Carousel,881033,1364,236,218,20.65,2023-01-30,9PM,Neutral,0.13,1.27,fashion_beauty,Winter_Sale,N/A,Medium
295,travelbug,Carousel,1332258,2206,382,353,22.09,2023-01-30,6PM,Negative,0.13,4.26,beauty_fitness,Winter_Sale,N/A,Medium
296,gamer,Carousel,657839,948,164,151,19.23,2023-01-30,12PM,Neutral,0.13,3.49,foodie_travel,Taste_Week,N/A,Low
297,lifestyle,Carousel,948276,1716,297,274,24.15,2023-01-30,12PM,Neutral,0.13,2.87,tech_music,Fitness_Challenge,N/A,Medium
298,musician,Reels,786474,2348,407,375,39.81,2023-01-30,9PM,Neutral,0.13,4.61,gamerlife_fitness,Taste_Week,41s,High
299,artist,Reels,570345,2003,347,320,46.84,2023-01-30,6PM,Neutral,0.13,4.46,travel_gamerlife,Art_Festival,37s,High
300,fitnessfan,Reels,838548,3068,531,490,48.8,2023-01-30,6PM,Neutral,0.13,3.95,gamerlife_tech,Art_Festival,52s,High
301,fashionista,Reels,1250300,3587,621,573,38.26,2023-01-31,9PM,Negative,0.13,3.65,travel_fitness,Art_Festival,23s,High
302,techguru,Reels,897182,2826,489,452,42.01,2023-01-31,6AM,Positive,0.13,4.28,music_beauty,Taste_Week,47s,High
303,beauty_guru,Reels,1109132,3984,690,637,47.9,2023-01-31,12PM,Positive,0.13,2.91,art_travel,Taste_Week,25s,High
304,foodlover,Static,881242,903,156,144,13.67,2023-01-31,6AM,Positive,0.13,3.94,travel_music,Taste_Week,N/A,Low
305,travelbug,Static,1332393,1354,234,216,13.56,2023-01-31,6AM,Positive,0.13,3.29,music_beauty,Launch_Promo,N/A,Low
306,gamer,Carousel,657908,1211,209,193,24.56,2023-01-31,6PM,Neutral,0.13,2.77,foodie_tech,Winter_Sale,N/A,Medium
307,lifestyle,Static,948421,946,164,151,13.31,2023-01-31,9PM,Positive,0.13,1.6,foodie_travel,Fitness_Challenge,N/A,Low
308,musician,Static,786676,706,122,113,11.98,2023-01-31,9PM,Negative,0.13,4.62,fitness_foodie,Fitness_Challenge,N/A,Low
309,artist,Carousel,570423,1004,174,160,23.48,2023-01-31,12PM,Negative,0.13,4.38,fitness_tech,Winter_Sale,N/A,Medium
310,fitnessfan,Reels,838738,2725,472,436,43.33,2023-01-31,6AM,Negative,0.13,5.0,gamerlife_music,Launch_Promo,38s,High
311,fashionista,Static,1250509,1189,206,190,12.69,2023-02-01,6AM,Positive,0.13,2.45,art_travel,Art_Festival,N/A,Low
312,techguru,Static,897421,750,130,120,11.15,2023-02-01,9PM,Negative,0.13,1.68,beauty_gamerlife,Art_Festival,N/A,Low
313,beauty_guru,Reels,1109416,3561,617,569,42.8,2023-02-01,6AM,Neutral,0.13,1.32,fashion_gamerlife,Fitness_Challenge,14s,High
314,foodlover,Reels,881503,2852,494,456,43.14,2023-02-01,6PM,Positive,0.13,2.46,fashion_fitness,Art_Festival,58s,High
315,travelbug,Static,1332603,1326,229,212,13.27,2023-02-01,6PM,Positive,0.13,4.77,music_foodie,Taste_Week,N/A,Low
316,gamer,Static,658051,560,97,89,11.36,2023-02-01,6PM,Neutral,0.13,2.32,foodie_art,Taste_Week,N/A,Low
317,lifestyle,Reels,948518,3353,581,536,47.14,2023-02-01,6PM,Neutral,0.13,4.14,music_foodie,Fitness_Challenge,42s,High
318,musician,Static,786833,744,128,119,12.62,2023-02-01,12PM,Positive,0.13,5.0,music_fitness,Launch_Promo,N/A,Low
319,artist,Reels,570558,2023,350,323,47.29,2023-02-01,6PM,Negative,0.13,2.49,travel_gamerlife,Winter_Sale,46s,High
320,fitnessfan,Static,838846,872,151,139,13.87,2023-02-01,9PM,Neutral,0.13,3.34,beauty_fashion,Launch_Promo,N/A,Low
321,fashionista,Carousel,1250703,1880,325,300,20.05,2023-02-02,12PM,Negative,0.13,2.2,gamerlife_foodie,Taste_Week,N/A,Medium
322,techguru,Static,897652,835,144,133,12.42,2023-02-02,9PM,Neutral,0.13,3.26,beauty_gamerlife,Launch_Promo,N/A,Low
323,beauty_guru,Carousel,1109528,1731,300,276,20.8,2023-02-02,12PM,Negative,0.13,3.53,music_fitness,Winter_Sale,N/A,Medium
324,foodlover,Static,881680,787,136,126,11.91,2023-02-02,12PM,Negative,0.13,3.6,fashion_travel,Winter_Sale,N/A,Low
325,travelbug,Static,1332839,1228,212,196,12.29,2023-02-02,9PM,Neutral,0.13,3.9,travel_gamerlife,Launch_Promo,N/A,Low
326,gamer,Static,658240,611,105,97,12.39,2023-02-02,9PM,Neutral,0.13,3.2,music_fashion,Winter_Sale,N/A,Low
327,lifestyle,Carousel,948769,1619,280,259,22.76,2023-02-02,12PM,Neutral,0.13,3.35,music_fashion,Taste_Week,N/A,Medium
328,musician,Carousel,786939,1304,226,208,22.1,2023-02-02,12PM,Negative,0.13,3.05,fitness_tech,Art_Festival,N/A,Medium
329,artist,Carousel,570726,1041,180,166,24.34,2023-02-02,9PM,Negative,0.13,1.09,fitness_travel,Launch_Promo,N/A,Medium
330,fitnessfan,Static,839062,729,126,116,11.6,2023-02-02,6AM,Neutral,0.13,2.6,fitness_gamerlife,Taste_Week,N/A,Low
331,fashionista,Carousel,1250927,2290,397,366,24.42,2023-02-03,12PM,Negative,0.13,3.93,music_travel,Taste_Week,N/A,Medium
332,techguru,Carousel,897787,1301,225,208,19.33,2023-02-03,9PM,Positive,0.13,1.41,fashion_fitness,Fitness_Challenge,N/A,Low
333,beauty_guru,Static,1109797,1015,176,162,12.21,2023-02-03,6PM,Positive,0.13,2.25,gamerlife_foodie,Art_Festival,N/A,Low
