post_id,user_id,post_type,followers,likes,shares,comments,engagement_rate,post_date,best_posting_time,sentiment,virality_index,ctr,hashtags_used,campaign_name,post_duration,engagement_category
334,foodlover,Reels,881783,2919,505,467,44.14,2023-02-03,6AM,Positive,0.13,1.8,music_gamerlife,Launch_Promo,10s,High
335,travelbug,Reels,1333114,4095,709,655,40.97,2023-02-03,6PM,Neutral,0.13,3.52,tech_fitness,Taste_Week,20s,High
336,gamer,Carousel,658392,1225,212,196,24.83,2023-02-03,6AM,Negative,0.13,1.35,fashion_tech,Fitness_Challenge,N/A,Medium
337,lifestyle,Static,948924,970,168,155,13.64,2023-02-03,6PM,Negative,0.13,2.09,beauty_fitness,Winter_Sale,N/A,Low
338,musician,Static,787155,822,142,131,13.95,2023-02-03,9PM,Neutral,0.13,3.61,foodie_fashion,Fitness_Challenge,N/A,Low
339,artist,Static,570871,555,96,88,12.96,2023-02-03,6AM,Neutral,0.13,4.34,music_tech,Winter_Sale,N/A,Low
340,fitnessfan,Static,839216,768,133,123,12.22,2023-02-03,6AM,Negative,0.13,1.92,fitness_tech,Fitness_Challenge,N/A,Low
341,fashionista,Carousel,1251106,2256,391,360,24.05,2023-02-04,9PM,Positive,0.13,3.27,fashion_tech,Art_Festival,N/A,Medium
342,techguru,Carousel,897977,1599,277,255,23.75,2023-02-04,6PM,Positive,0.13,1.28,fitness_art,Winter_Sale,N/A,Medium
343,beauty_guru,Carousel,1110065,1606,278,257,19.3,2023-02-04,6PM,Positive,0.13,2.94,fitness_art,Launch_Promo,N/A,Low
344,foodlover,Static,881916,890,154,142,13.46,2023-02-04,12PM,Negative,0.13,2.88,fitness_music,Launch_Promo,N/A,Low
345,travelbug,Reels,1333272,4182,725,669,41.83,2023-02-04,12PM,Negative,0.13,4.67,art_fitness,Taste_Week,8s,High
346,gamer,Carousel,658508,1138,197,182,23.06,2023-02-04,12PM,Positive,0.13,1.12,tech_beauty,Taste_Week,N/A,Medium
347,lifestyle,Static,949063,902,156,144,12.68,2023-02-04,6PM,Neutral,0.13,2.16,travel_fitness,Fitness_Challenge,N/A,Low
348,musician,Reels,787375,2497,432,399,42.3,2023-02-04,6PM,Neutral,0.13,1.38,travel_foodie,Launch_Promo,7s,High
349,artist,Reels,570987,2055,356,328,48.01,2023-02-04,9PM,Positive,0.13,1.89,gamerlife_beauty,Taste_Week,40s,High
350,fitnessfan,Static,839397,720,124,115,11.45,2023-02-04,9PM,Negative,0.13,3.41,tech_foodie,Fitness_Challenge,N/A,Low
351,fashionista,Reels,1251446,3786,656,605,40.35,2023-02-05,6PM,Positive,0.13,1.09,gamerlife_tech,Art_Festival,13s,High
352,techguru,Carousel,898097,1490,258,238,22.13,2023-02-05,9PM,Negative,0.13,2.19,art_tech,Art_Festival,N/A,Medium
353,beauty_guru,Carousel,1110294,1665,288,266,20.01,2023-02-05,6PM,Negative,0.13,3.98,fitness_travel,Taste_Week,N/A,Medium
354,foodlover,Static,882017,747,129,119,11.3,2023-02-05,12PM,Positive,0.13,1.34,art_tech,Art_Festival,N/A,Low
355,travelbug,Reels,1333594,3806,659,609,38.06,2023-02-05,12PM,Negative,0.13,2.69,tech_beauty,Taste_Week,34s,High
356,gamer,Static,658698,686,118,109,13.9,2023-02-05,6AM,Neutral,0.13,2.28,travel_art,Launch_Promo,N/A,Low
357,lifestyle,Reels,949252,3355,581,536,47.14,2023-02-05,9PM,Positive,0.13,4.25,music_tech,Fitness_Challenge,54s,High
358,musician,Static,787544,777,134,124,13.16,2023-02-05,6PM,Negative,0.13,4.33,foodie_music,Winter_Sale,N/A,Low
359,artist,Static,571083,517,89,82,12.09,2023-02-05,6AM,Positive,0.13,2.29,music_gamerlife,Fitness_Challenge,N/A,Low
360,fitnessfan,Reels,839627,2841,492,454,45.12,2023-02-05,6AM,Neutral,0.13,1.07,gamerlife_fitness,Taste_Week,19s,High
361,fashionista,Reels,1251596,4300,745,688,45.82,2023-02-06,12PM,Neutral,0.13,1.47,tech_travel,Launch_Promo,16s,High
362,techguru,Reels,898236,2807,486,449,41.68,2023-02-06,12PM,Positive,0.13,3.46,fashion_music,Taste_Week,55s,High
363,beauty_guru,Static,1110534,1160,201,185,13.94,2023-02-06,6PM,Negative,0.13,2.83,fitness_music,Launch_Promo,N/A,Low
364,foodlover,Reels,882109,3165,548,506,47.85,2023-02-06,9PM,Negative,0.13,4.43,foodie_art,Art_Festival,26s,High
365,travelbug,Carousel,1333971,2384,413,381,23.84,2023-02-06,9PM,Positive,0.13,4.06,gamerlife_music,Launch_Promo,N/A,Medium
366,gamer,Reels,658786,2188,379,350,44.3,2023-02-06,6PM,Negative,0.13,1.18,foodie_music,Launch_Promo,41s,High
367,lifestyle,Carousel,949477,1518,263,242,21.32,2023-02-06,9PM,Negative,0.13,2.7,gamerlife_tech,Art_Festival,N/A,Medium
368,musician,Static,787769,705,122,112,11.96,2023-02-06,6AM,Positive,0.13,4.91,beauty_music,Taste_Week,N/A,Low
369,artist,Carousel,571224,1005,174,160,23.48,2023-02-06,6AM,Neutral,0.13,3.29,art_foodie,Taste_Week,N/A,Medium
370,fitnessfan,Static,839876,831,144,133,13.21,2023-02-06,6AM,Neutral,0.13,3.44,foodie_tech,Launch_Promo,N/A,Low
371,fashionista,Static,1251749,1083,187,173,11.54,2023-02-07,9PM,Negative,0.13,1.52,music_foodie,Winter_Sale,N/A,Low
372,techguru,Carousel,898362,1380,239,220,20.49,2023-02-07,12PM,Neutral,0.13,2.6,art_tech,Winter_Sale,N/A,Medium
373,beauty_guru,Reels,1110767,3277,568,524,39.35,2023-02-07,12PM,Positive,0.13,4.61,music_beauty,Fitness_Challenge,52s,High
374,foodlover,Static,882267,854,148,136,12.92,2023-02-07,12PM,Neutral,0.13,4.19,music_foodie,Art_Festival,N/A,Low
375,travelbug,Carousel,1334167,1937,335,309,19.36,2023-02-07,9PM,Neutral,0.13,3.86,fitness_foodie,Launch_Promo,N/A,Low
376,gamer,Reels,658948,2157,373,345,43.65,2023-02-07,6PM,Negative,0.13,1.37,beauty_art,Taste_Week,23s,High
377,lifestyle,Carousel,949682,1676,290,268,23.54,2023-02-07,12PM,Negative,0.13,4.77,beauty_art,Winter_Sale,N/A,Medium
378,musician,Reels,787873,2799,485,447,47.38,2023-02-07,12PM,Positive,0.13,2.23,travel_tech,Art_Festival,40s,High
379,artist,Carousel,571330,1020,176,163,23.82,2023-02-07,12PM,Positive,0.13,2.52,gamerlife_foodie,Winter_Sale,N/A,Medium
380,fitnessfan,Reels,840087,2499,433,399,39.68,2023-02-07,9PM,Positive,0.13,3.05,fashion_foodie,Launch_Promo,5s,High
381,fashionista,Reels,1251938,4564,791,730,48.62,2023-02-08,6PM,Negative,0.13,3.1,gamerlife_fitness,Launch_Promo,13s,High
382,techguru,Reels,898454,2858,495,457,42.43,2023-02-08,9PM,Positive,0.13,4.65,gamerlife_beauty,Winter_Sale,25s,High
383,beauty_guru,Reels,1110916,3196,554,511,38.37,2023-02-08,6PM,Positive,0.13,3.18,fashion_gamerlife,Launch_Promo,57s,High
384,foodlover,Carousel,882482,1293,224,206,19.54,2023-02-08,12PM,Positive,0.13,3.8,beauty_fitness,Winter_Sale,N/A,Low
385,travelbug,Carousel,1334475,1978,342,316,19.77,2023-02-08,9PM,Negative,0.13,2.44,fitness_foodie,Winter_Sale,N/A,Low
386,gamer,Carousel,659076,1007,174,161,20.38,2023-02-08,6AM,Neutral,0.13,1.96,music_art,Fitness_Challenge,N/A,Medium
387,lifestyle,Reels,949922,2780,481,444,39.03,2023-02-08,6PM,Neutral,0.13,1.44,beauty_travel,Launch_Promo,7s,High
388,musician,Reels,788067,2650,459,424,44.85,2023-02-08,6PM,Negative,0.13,2.02,fashion_fitness,Art_Festival,52s,High
389,artist,Carousel,571474,828,143,132,19.34,2023-02-08,9PM,Neutral,0.13,1.25,foodie_gamerlife,Launch_Promo,N/A,Low
390,fitnessfan,Static,840265,798,138,127,12.67,2023-02-08,6PM,Negative,0.13,4.6,foodie_art,Launch_Promo,N/A,Low
391,fashionista,Carousel,1252196,1884,326,301,20.08,2023-02-09,12PM,Negative,0.13,4.29,fitness_music,Art_Festival,N/A,Medium
392,techguru,Carousel,898685,1339,232,214,19.87,2023-02-09,9PM,Negative,0.13,3.73,travel_gamerlife,Launch_Promo,N/A,Low
393,beauty_guru,Static,1111149,1063,184,170,12.77,2023-02-09,6PM,Positive,0.13,2.95,beauty_music,Art_Festival,N/A,Low
394,foodlover,Reels,882701,3207,555,513,48.45,2023-02-09,6AM,Positive,0.13,2.82,gamerlife_travel,Launch_Promo,20s,High
395,travelbug,Carousel,1334783,2487,431,397,24.85,2023-02-09,6AM,Positive,0.13,3.52,beauty_fitness,Fitness_Challenge,N/A,Medium
396,gamer,Carousel,659264,1221,211,195,24.7,2023-02-09,6PM,Neutral,0.13,3.42,art_travel,Launch_Promo,N/A,Medium
397,lifestyle,Static,950042,820,142,131,11.53,2023-02-09,12PM,Negative,0.13,4.03,art_music,Winter_Sale,N/A,Low
398,musician,Reels,788303,2767,479,442,46.82,2023-02-09,6PM,Positive,0.13,3.24,fashion_fitness,Launch_Promo,44s,High
399,artist,Reels,571570,1929,334,308,45.03,2023-02-09,6AM,Negative,0.13,3.59,fashion_tech,Launch_Promo,38s,High
400,fitnessfan,Carousel,840370,1390,241,222,22.07,2023-02-09,9PM,Positive,0.13,1.43,fashion_foodie,Launch_Promo,N/A,Medium
401,fashionista,Carousel,1252513,1994,345,319,21.24,2023-02-10,6PM,Neutral,0.13,1.48,foodie_gamerlife,Fitness_Challenge,N/A,Medium
402,techguru,Reels,898867,3246,562,519,48.16,2023-02-10,12PM,Negative,0.13,3.8,music_tech,Art_Festival,57s,High
403,beauty_guru,Reels,1111445,3512,608,561,42.13,2023-02-10,9PM,Negative,0.13,2.62,fitness_tech,Launch_Promo,30s,High
404,foodlover,Static,882906,880,152,140,13.31,2023-02-10,6AM,Positive,0.13,2.99,tech_travel,Winter_Sale,N/A,Low
405,travelbug,Static,1334922,1263,219,202,12.63,2023-02-10,6AM,Positive,0.13,1.74,foodie_beauty,Art_Festival,N/A,Low
406,gamer,Carousel,659405,1128,195,180,22.83,2023-02-10,9PM,Negative,0.13,2.04,travel_art,Fitness_Challenge,N/A,Medium
407,lifestyle,Reels,950190,2992,518,478,42.0,2023-02-10,9PM,Positive,0.13,3.67,beauty_fitness,Fitness_Challenge,39s,High
408,musician,Carousel,788382,1212,210,194,20.52,2023-02-10,6AM,Neutral,0.13,4.14,beauty_art,Fitness_Challenge,N/A,Medium
409,artist,Static,571651,589,102,94,13.76,2023-02-10,9PM,Positive,0.13,2.22,fashion_travel,Taste_Week,N/A,Low
410,fitnessfan,Static,840460,731,126,117,11.61,2023-02-10,9PM,Negative,0.13,2.77,tech_art,Launch_Promo,N/A,Low
411,fashionista,Carousel,1252855,2149,372,343,22.88,2023-02-11,12PM,Neutral,0.13,3.0,music_fashion,Taste_Week,N/A,Medium
412,techguru,Carousel,899105,1458,252,233,21.63,2023-02-11,6AM,Positive,0.13,2.97,art_foodie,Winter_Sale,N/A,Medium
413,beauty_guru,Static,1111733,1150,199,184,13.8,2023-02-11,12PM,Positive,0.13,2.15,beauty_art,Fitness_Challenge,N/A,Low
414,foodlover,Carousel,883063,1596,276,255,24.1,2023-02-11,9PM,Positive,0.13,2.0,tech_gamerlife,Taste_Week,N/A,Medium
415,travelbug,Static,1335286,1186,205,189,11.85,2023-02-11,6PM,Positive,0.13,1.4,music_travel,Fitness_Challenge,N/A,Low
416,gamer,Carousel,659514,1012,175,162,20.47,2023-02-11,6AM,Neutral,0.13,4.9,art_gamerlife,Taste_Week,N/A,Medium
417,lifestyle,Carousel,950380,1442,249,230,20.24,2023-02-11,6AM,Neutral,0.13,4.17,tech_music,Fitness_Challenge,N/A,Medium
418,musician,Carousel,788578,1246,216,199,21.08,2023-02-11,12PM,Positive,0.13,2.94,tech_travel,Art_Festival,N/A,Medium
419,artist,Static,571811,546,94,87,12.75,2023-02-11,12PM,Positive,0.13,4.39,gamerlife_foodie,Launch_Promo,N/A,Low
420,fitnessfan,Static,840670,781,135,125,12.4,2023-02-11,9PM,Negative,0.13,4.17,gamerlife_fitness,Fitness_Challenge,N/A,Low
421,fashionista,Reels,1252997,3740,648,598,39.8,2023-02-12,12PM,Neutral,0.13,1.34,art_foodie,Art_Festival,32s,High
422,techguru,Reels,899273,3099,537,495,45.97,2023-02-12,9PM,Negative,0.13,3.98,foodie_fitness,Launch_Promo,7s,High
423,beauty_guru,Reels,1111943,3312,574,530,39.73,2023-02-12,6AM,Neutral,0.13,2.56,fashion_foodie,Launch_Promo,57s,High
424,foodlover,Reels,883306,3063,531,490,46.25,2023-02-12,12PM,Positive,0.13,3.69,beauty_foodie,Launch_Promo,32s,High
425,travelbug,Reels,1335465,3927,680,628,39.22,2023-02-12,9PM,Positive,0.13,1.01,fashion_travel,Launch_Promo,41s,High
426,gamer,Carousel,659611,1158,200,185,23.41,2023-02-12,12PM,Negative,0.13,4.86,fitness_beauty,Winter_Sale,N/A,Medium
427,lifestyle,Reels,950546,2798,485,447,39.25,2023-02-12,6PM,Neutral,0.13,4.56,music_tech,Winter_Sale,15s,High
428,musician,Reels,788732,2844,492,455,48.08,2023-02-12,9PM,Neutral,0.13,3.93,fashion_art,Launch_Promo,47s,High
429,artist,Static,571953,593,102,94,13.84,2023-02-12,6PM,Neutral,0.13,3.86,foodie_art,Fitness_Challenge,N/A,Low
430,fitnessfan,Carousel,840921,1355,234,216,21.49,2023-02-12,9PM,Neutral,0.13,3.03,tech_travel,Art_Festival,N/A,Medium
431,fashionista,Reels,1253300,3573,619,571,38.02,2023-02-13,6AM,Negative,0.13,2.63,art_fitness,Fitness_Challenge,16s,High
432,techguru,Reels,899429,3080,533,492,45.67,2023-02-13,12PM,Negative,0.13,1.38,gamerlife_music,Winter_Sale,54s,High
433,beauty_guru,Static,1112164,1036,179,165,12.43,2023-02-13,6PM,Neutral,0.13,1.79,fitness_fashion,Launch_Promo,N/A,Low
434,foodlover,Reels,883548,2650,459,424,40.0,2023-02-13,9PM,Neutral,0.13,3.16,fashion_foodie,Taste_Week,39s,High
435,travelbug,Static,1335691,1286,222,205,12.84,2023-02-13,12PM,Negative,0.13,1.32,tech_beauty,Fitness_Challenge,N/A,Low
436,gamer,Carousel,659713,1064,184,170,21.52,2023-02-13,6PM,Negative,0.13,1.26,music_fitness,Launch_Promo,N/A,Medium
437,lifestyle,Static,950736,982,170,157,13.78,2023-02-13,6PM,Positive,0.13,3.17,fitness_beauty,Taste_Week,N/A,Low
438,musician,Carousel,788953,1234,213,197,20.86,2023-02-13,6AM,Negative,0.13,3.88,beauty_travel,Launch_Promo,N/A,Medium
439,artist,Reels,572118,1783,309,285,41.57,2023-02-13,9PM,Positive,0.13,1.9,travel_beauty,Launch_Promo,9s,High
440,fitnessfan,Reels,841156,2478,429,396,39.29,2023-02-13,6PM,Negative,0.13,4.87,foodie_beauty,Art_Festival,30s,High
441,fashionista,Static,1253428,1107,191,177,11.78,2023-02-14,6AM,Neutral,0.13,3.62,gamerlife_beauty,Winter_Sale,N/A,Low
442,techguru,Reels,899696,2914,505,466,43.2,2023-02-14,6AM,Positive,0.13,3.48,gamerlife_fitness,Art_Festival,50s,High
443,beauty_guru,Carousel,1112435,1740,301,278,20.87,2023-02-14,9PM,Neutral,0.13,3.75,fitness_foodie,Fitness_Challenge,N/A,Medium
444,foodlover,Carousel,883727,1614,279,258,24.35,2023-02-14,6AM,Negative,0.13,2.95,travel_music,Art_Festival,N/A,Medium
445,travelbug,Static,1336029,1152,199,184,11.51,2023-02-14,12PM,Positive,0.13,4.07,beauty_gamerlife,Winter_Sale,N/A,Low
446,gamer,Carousel,659819,1044,181,167,21.12,2023-02-14,9PM,Positive,0.13,3.6,beauty_fitness,Taste_Week,N/A,Medium
447,lifestyle,Reels,950983,3312,574,529,46.44,2023-02-14,12PM,Positive,0.13,2.41,music_art,Fitness_Challenge,9s,High
448,musician,Carousel,789086,1168,202,186,19.75,2023-02-14,6PM,Positive,0.13,2.55,fitness_beauty,Fitness_Challenge,N/A,Low
449,artist,Reels,572277,1673,290,267,38.99,2023-02-14,6PM,Positive,0.13,1.74,beauty_music,Taste_Week,21s,High
450,fitnessfan,Static,841298,696,120,111,11.05,2023-02-14,6AM,Positive,0.13,3.35,tech_music,Taste_Week,N/A,Low
451,fashionista,Reels,1253563,3942,683,630,41.94,2023-02-15,6AM,Negative,0.13,2.07,fashion_art,Launch_Promo,22s,High
452,techguru,Carousel,899867,1619,280,259,23.99,2023-02-15,6PM,Neutral,0.13,2.27,tech_fashion,Fitness_Challenge,N/A,Medium
453,beauty_guru,Static,1112694,932,161,149,11.17,2023-02-15,6AM,Positive,0.13,4.27,fitness_tech,Taste_Week,N/A,Low
454,foodlover,Carousel,883973,1403,243,224,21.18,2023-02-15,12PM,Neutral,0.13,3.04,gamerlife_travel,Winter_Sale,N/A,Medium
455,travelbug,Reels,1336259,4067,704,650,40.59,2023-02-15,6AM,Neutral,0.13,2.42,beauty_fitness,Taste_Week,22s,High
456,gamer,Reels,659950,1978,342,316,39.98,2023-02-15,6PM,Negative,0.13,1.93,art_travel,Launch_Promo,54s,High
457,lifestyle,Static,951154,917,158,146,12.86,2023-02-15,12PM,Neutral,0.13,1.14,beauty_fitness,Fitness_Challenge,N/A,Low
458,musician,Carousel,789317,1167,202,186,19.74,2023-02-15,6AM,Negative,0.13,3.8,music_art,Fitness_Challenge,N/A,Low
459,artist,Static,572434,554,96,88,12.91,2023-02-15,12PM,Negative,0.13,1.51,music_beauty,Launch_Promo,N/A,Low
460,fitnessfan,Reels,841444,2991,518,478,47.4,2023-02-15,6PM,Positive,0.13,2.87,fashion_art,Winter_Sale,25s,High
461,fashionista,Reels,1253792,4533,785,725,48.21,2023-02-16,6PM,Negative,0.13,3.54,music_art,Fitness_Challenge,14s,High
462,techguru,Carousel,900001,1432,248,229,21.22,2023-02-16,6PM,Positive,0.13,4.22,music_foodie,Winter_Sale,N/A,Medium
463,beauty_guru,Static,1112930,1165,202,186,13.97,2023-02-16,9PM,Negative,0.13,2.13,fashion_fitness,Fitness_Challenge,N/A,Low
464,foodlover,Carousel,884219,1328,230,212,20.03,2023-02-16,12PM,Positive,0.13,2.73,travel_music,Fitness_Challenge,N/A,Medium
465,travelbug,Reels,1336655,4730,819,756,47.19,2023-02-16,6AM,Negative,0.13,2.65,gamerlife_tech,Launch_Promo,29s,High
466,gamer,Static,660033,568,98,90,11.49,2023-02-16,12PM,Neutral,0.13,3.29,foodie_tech,Taste_Week,N/A,Low
467,lifestyle,Static,951258,795,137,127,11.16,2023-02-16,6AM,Negative,0.13,1.92,tech_beauty,Taste_Week,N/A,Low
468,musician,Reels,789531,2613,453,418,44.14,2023-02-16,12PM,Neutral,0.13,4.75,fitness_fashion,Art_Festival,57s,High
469,artist,Static,572547,543,94,86,12.65,2023-02-16,6AM,Positive,0.13,1.11,foodie_travel,Winter_Sale,N/A,Low
470,fitnessfan,Carousel,841589,1436,248,229,22.76,2023-02-16,12PM,Negative,0.13,4.52,tech_gamerlife,Winter_Sale,N/A,Medium
471,fashionista,Carousel,1253969,2293,397,366,24.39,2023-02-17,6PM,Neutral,0.13,4.66,beauty_travel,Winter_Sale,N/A,Medium
472,techguru,Carousel,900115,1371,237,219,20.32,2023-02-17,6AM,Neutral,0.13,2.13,beauty_music,Launch_Promo,N/A,Medium
473,beauty_guru,Carousel,1113212,2048,355,327,24.54,2023-02-17,6AM,Positive,0.13,3.27,fashion_music,Art_Festival,N/A,Medium
474,foodlover,Carousel,884412,1356,235,216,20.45,2023-02-17,6PM,Neutral,0.13,3.06,tech_art,Winter_Sale,N/A,Medium
475,travelbug,Static,1336991,1141,197,182,11.39,2023-02-17,6PM,Neutral,0.13,2.05,travel_gamerlife,Fitness_Challenge,N/A,Low
476,gamer,Static,660146,573,99,91,11.59,2023-02-17,12PM,Positive,0.13,3.36,art_beauty,Art_Festival,N/A,Low
477,lifestyle,Carousel,951532,1536,266,245,21.52,2023-02-17,12PM,Neutral,0.13,2.19,fitness_travel,Fitness_Challenge,N/A,Medium
478,musician,Carousel,789722,1163,201,186,19.65,2023-02-17,6AM,Positive,0.13,3.06,beauty_travel,Taste_Week,N/A,Low
479,artist,Reels,572620,1845,319,295,43.0,2023-02-17,6PM,Positive,0.13,3.59,travel_foodie,Fitness_Challenge,60s,High
480,fitnessfan,Carousel,841740,1355,234,216,21.47,2023-02-17,6AM,Negative,0.13,2.02,travel_foodie,Winter_Sale,N/A,Medium
481,fashionista,Static,1254229,1164,201,186,12.39,2023-02-18,6PM,Neutral,0.13,1.15,gamerlife_beauty,Fitness_Challenge,N/A,Low
482,techguru,Static,900317,801,138,128,11.88,2023-02-18,9PM,Negative,0.13,2.34,beauty_music,Art_Festival,N/A,Low
483,beauty_guru,Reels,1113437,3267,566,522,39.12,2023-02-18,12PM,Negative,0.13,1.81,fashion_gamerlife,Fitness_Challenge,36s,High
484,foodlover,Carousel,884556,1404,243,224,21.18,2023-02-18,6AM,Negative,0.13,4.88,travel_foodie,Winter_Sale,N/A,Medium
485,travelbug,Static,1337359,1224,212,195,12.21,2023-02-18,6PM,Neutral,0.13,4.09,foodie_music,Winter_Sale,N/A,Low
486,gamer,Carousel,660232,1221,211,195,24.68,2023-02-18,6PM,Negative,0.13,4.35,fitness_beauty,Art_Festival,N/A,Medium
487,lifestyle,Static,951768,890,154,142,12.48,2023-02-18,6PM,Negative,0.13,3.2,beauty_gamerlife,Winter_Sale,N/A,Low
488,musician,Reels,789810,2671,463,427,45.11,2023-02-18,12PM,Neutral,0.13,1.05,fitness_beauty,Launch_Promo,7s,High
489,artist,Carousel,572756,842,145,134,19.61,2023-02-18,6AM,Positive,0.13,1.75,beauty_music,Winter_Sale,N/A,Low
490,fitnessfan,Static,841968,840,145,134,13.31,2023-02-18,12PM,Neutral,0.13,3.35,fashion_art,Winter_Sale,N/A,Low
491,fashionista,Carousel,1254417,1992,345,318,21.18,2023-02-19,6PM,Neutral,0.13,4.47,foodie_tech,Taste_Week,N/A,Medium
492,techguru,Carousel,900414,1543,267,246,22.86,2023-02-19,6PM,Negative,0.13,2.88,art_music,Fitness_Challenge,N/A,Medium
493,beauty_guru,Static,1113726,1011,175,161,12.12,2023-02-19,6PM,Neutral,0.13,4.56,art_music,Art_Festival,N/A,Low
494,foodlover,Carousel,884734,1503,260,240,22.67,2023-02-19,9PM,Negative,0.13,1.58,music_fitness,Launch_Promo,N/A,Medium
495,travelbug,Static,1337625,1153,199,184,11.5,2023-02-19,9PM,Positive,0.13,2.9,gamerlife_beauty,Winter_Sale,N/A,Low
496,gamer,Static,660420,579,100,92,11.71,2023-02-19,12PM,Negative,0.13,4.05,fashion_foodie,Art_Festival,N/A,Low
497,lifestyle,Carousel,951922,1360,235,217,19.06,2023-02-19,6AM,Neutral,0.13,4.28,fitness_beauty,Taste_Week,N/A,Low
498,musician,Reels,789976,2901,502,464,48.97,2023-02-19,12PM,Negative,0.13,2.19,beauty_travel,Art_Festival,53s,High
499,artist,Carousel,572912,956,165,153,22.26,2023-02-19,9PM,Negative,0.13,1.28,foodie_beauty,Fitness_Challenge,N/A,Medium
500,fitnessfan,Static,842099,717,124,114,11.37,2023-02-19,6AM,Positive,0.13,1.32,beauty_tech,Winter_Sale,N/A,Low
